type,address,postcode,suburb,lat,lon,internal_postcode
Woolworths,10 Eimeo Rd,Rural View,4740,-21.06523,149.15977,10870
Woolworths,4-20 Broad St,Sarina,4737,-21.42455,149.21866,10819
Woolworths,8 Creek St,Walkerston,4751,-21.16122,149.06539,10924
Woolworths,Cnr Caroline And Upper Dawson Rd,Rockhampton,4700,-23.39197,150.50237,10537
Woolworths,12 Blain St,Blackwater,4717,-23.57197,148.88789,10729
Woolworths,51-57 Hospital Rd,Emerald,4720,-23.51804,148.15578,10745
Woolworths,Cnr Capricorn Hwy & Codenwarra Rd,Emerald East,4720,-23.53493,148.17275,10746
Woolworths,1-19 McLaughlin St,Gracemere,4702,-23.43463,150.45407,10602
Woolworths,"Rockhampton Stockland Shop. Ctr, Yaamba Rd",Rockhampton,4701,-23.29998,150.51309,10558
Woolworths,222 Musgrave St,Rockhampton North,4701,-23.35921,150.52451,10553
Woolworths,810 Yaamba Rd,Parkhurst,4702,-23.30519,150.51486,10622
Woolworths,42 Park St,Yeppoon,4703,-23.13222,150.73695,10679
Woolworths,Cnr Davidson & Bargara Rd,Bargara,4670,-24.81932,152.45524,10369
Woolworths,Cnr Gladstone & Kariboe St,Biloela,4715,-24.40186,150.51327,10716
Woolworths,"Boyne Plaza, Cnr Wyndham Ave And Centenary Dr",Boyne Island,4680,-23.94771,151.35497,10480
Woolworths,Cnr Maryborough & George St,Bundaberg,4670,-24.87243,152.34843,10372
Woolworths,111-115 Churchill St,Childers,4660,-25.23628,152.27614,10345
Woolworths,184 Goondoon St,Gladstone,4680,-23.8475,151.25946,10491
Woolworths,Cnr Dawson Hwy And Phillip St,Gladstone,4680,-23.87036,151.24051,10491
Woolworths,550 Kirkwood Rd,Kirkwood,4680,-23.89503,151.24434,10500
Woolworths,Takalvan St,Bundaberg,4670,-24.8735,152.33321,10372
Woolworths,Cnr Nautilus And Queen Elizabeth Drs,Cooloola Cove,4580,-25.96907,152.98614,10033
Woolworths,Cnr Ibis Bvd And Maryborough Rd,Eli Waters,4655,-25.28682,152.8169,10313
Woolworths,114 River Rd,Gympie,4570,-26.19979,152.66903,9954
Woolworths,Cnr Ramsey Rd & Woolgar Rd,Gympie,4570,-26.19995,152.64887,9954
Woolworths,27 Torquay Rd,Pialba,4655,-25.28358,152.84275,10320
Woolworths,280-294 Adelaide St,Maryborough,4650,-25.53678,152.70297,10279
Woolworths,"Noosa Civic, Cnr Eenie Creek Rd And Walter Hay Dr",Noosa Heads,4567,-26.41175,153.08385,9916
Woolworths,24 Gibson Rd,Noosaville,4566,-26.4011,153.06485,9913
Woolworths,94 Poinciana Ave,Tewantin,4565,-26.39106,153.03827,9912
Woolworths,119 Elizabeth St,Urangan,4655,-25.29259,152.89313,10329
Woolworths,"Buderim Market Pl, Burnett St",Buderim,4556,-26.69263,153.04341,9843
Woolworths,20 Bowman Rd,Caloundra,4551,-26.80433,153.12296,9805
Woolworths,18 University Way,Sippy Downs,4556,-26.71755,153.04982,9847
Woolworths,21 South Coolum Rd,Coolum Beach,4573,-26.53872,153.07875,10012
Woolworths,750 Nicklin Way,Currimundi,4551,-26.77212,153.12363,9809
Woolworths,Cnr Point Cartwright Dr And Nicklin Way,Buddina,4575,-26.7029,153.12837,10027
Woolworths,Cnr Ocean St And Horton Pde,Maroochydore,4558,-26.65274,153.08968,9853
Woolworths,154-164 Horton Pde,Maroochydore,4558,-26.65473,153.08853,9853
Woolworths,158-170 Karawatha Dr,Buderim,4557,-26.69339,153.09112,9843
Woolworths,Ann St,Nambour,4560,-26.62554,152.96092,9874
Woolworths,44 Pelican Waters Bvd,Pelican Waters,4551,-26.83365,153.10848,9816
Woolworths,Cnr Sunderland Dr & Botany Cres,Banksia Beach,4507,-27.04476,153.13804,9715
Woolworths,Peachester Rd,Beerwah,4519,-26.85592,152.93822,9770
Woolworths,54 Hornsby Rd,Bongaree,4507,-27.06407,153.15747,9717
Woolworths,167 Station Rd,Burpengary,4505,-27.15436,152.97376,9710
Woolworths,"62 Morayfield Rd, Cnr Market Dr",Morayfield,4510,-27.09427,152.94954,9714
Woolworths,1-21 Pettigrew St,Caboolture,4510,-27.07853,152.96498,9728
Woolworths,2 Bunya St,Maleny,4552,-26.75837,152.85425,9827
Woolworths,165-175 Morayfield Rd,Morayfield,4506,-27.10242,152.94832,9714
Woolworths,312-344 Morayfield Rd,Morayfield,4506,-27.11733,152.95239,9714
Woolworths,212-226 Young Rd,Narangba,4504,-27.17285,152.9378,9709
Woolworths,Cnr George And Archer Sts,Woodford,4514,-26.95268,152.77721,9754
Woolworths,154 Barrett St,Bracken Ridge,4017,-27.31996,153.04195,8362
Woolworths,"Deception Bay MarketPl, Cnr Deception Bay Rd And Bay Ave",Deception Bay,4508,-27.18898,153.01448,9723
Woolworths,1473 Anzac Ave,Kallangur,4503,-27.25,152.99864,9705
Woolworths,Cnr Anzac Ave & Boardman St,Kippa Ring,4021,-27.22683,153.0887,8382
Woolworths,Cnr Oxley And Baynes Sts,Margate,4019,-27.24389,153.10687,8375
Woolworths,1 North Lakes Dr,North Lakes,4509,-27.24213,153.01658,9725
Woolworths,Dayboro Rd,Petrie,4502,-27.26607,152.96774,9702
Woolworths,Cnr Anzac Ave And Sutton St,Redcliffe,4020,-27.23116,153.11576,8379
Woolworths,763 Deception Bay Rd,Rothwell,4022,-27.21438,153.04738,8383
Woolworths,"Westfield Shop. Ctr, Gympie Rd",Strathpine,4500,-27.30727,152.99006,9698
Woolworths,Cnr Old Northern And Samsonvale Rds,Warner,4500,-27.29149,152.95369,9700
Woolworths,Cnr Old Northern Rd And Albany Forest Dr,Albany Creek,4035,-27.35754,152.96959,8404
Woolworths,59 Albany Creek Rd,Aspley,4034,-27.36328,153.0129,8399
Woolworths,Osborne Rd,Mitchelton,4053,-27.40974,152.97756,8418
Woolworths,Cnr Gympie And Beams Rds,Carseldine,4034,-27.34595,153.01239,8401
Woolworths,Banfield Link Rd,Chermside,4032,-27.38179,153.02984,8395
Woolworths,725 Webster Rd,Chermside,4032,-27.37644,153.02347,8395
Woolworths,640 South Pine Rd,Brendale,4500,-27.3377,152.96225,9692
Woolworths,40 Woolworths St,Everton Park,4053,-27.40813,152.99231,8416
Woolworths,Cnr Samford And Settlement Rds,Keperra,4054,-27.41458,152.94887,8423
Woolworths,97 Flockton St,Everton Park,4053,-27.39429,152.99691,8416
Woolworths,"Lot 8, Bowser Pde",Sandgate,4017,-27.32091,153.06941,8367
Woolworths,188 Nudgee Road,Ascot,4007,-27.42711,153.07175,8339
Woolworths,16 AshGr Ave,Ashgrove,4060,-27.44468,152.99353,8432
Woolworths,279 Tuffnell Rd,Banyo,4014,-27.3765140155112,153.077338235054,8356
Woolworths,1 Airport Dr,Brisbane Airport,4007,-27.3958210440044,153.107496828609,8342
Woolworths,259 Queen St,Brisbane,4000,-27.46846,153.02774,8616
Woolworths,Skyring Tce,Newstead,4006,-27.44995,153.04449,8338
Woolworths,Cnr Buckland And Sandgate Rds,Nundah,4012,-27.40345,153.06037,8351
Woolworths,Latrobe Tce,Paddington,4064,-27.45852,152.99583,8437
Woolworths,365 Turbot St,Spring Hill,4000,-27.46239,153.02955,8331
Woolworths,Stafford Rd,Stafford,4053,-27.40723,152.99479,8419
Woolworths,Beams Rd,Taigum,4018,-27.35003,153.03882,8371
Woolworths,16-20 Bell St,Chinchilla,4413,-26.73976,150.62362,9519
Woolworths,Cnr Anzac Ave And James St,Toowoomba,4350,-27.56588,151.92974,9141
Woolworths,"Dalby Central Shop. Ctr, Lot 70 Marble St",Dalby,4405,-27.1827,151.26675,9487
Woolworths,66 Highfields Rd,Highfields,4352,-27.45072,151.94477,9180
Woolworths,445-455 Hume St,Toowoomba,4350,-27.59587,151.95134,9141
Woolworths,29-45 Alford St,Kingaroy,4610,-26.541596321569,151.836758634641,10107
Woolworths,Cnr Wyndham And Bowen Sts,Roma,4455,-26.57394,148.79055,9610
Woolworths,48 Brisbane St,Drayton,4350,-27.60149,151.91414,9119
Woolworths,Cnr of Margaret St & Dent St,Toowoomba,4350,-27.56063,151.95029,9141
Woolworths,Cnr Hooper And Erin Sts,Wilsonton,4350,-27.54305,151.9261,9153
Woolworths,Cnr Brisbane St And Station Rd,Booval,4304,-27.61356,152.78903,8850
Woolworths,Hunter St,Brassall,4305,-27.59319,152.74618,8857
Woolworths,1455 Brisbane VAlly Hwy,Fernvale,4306,-27.45422,152.65142,8897
Woolworths,Cnr Pine St And The Tce,Ipswich,4305,-27.60792,152.75986,8864
Woolworths,122-126 Yandilla St,Pittsworth,4356,-27.71726,151.63129,9256
Woolworths,3 Gehrke Rd,Plainland,4341,-27.56234,152.42336,9057
Woolworths,Cnr James And Burke Sts,Toowoomba,4350,-27.56825,151.94855,9141
Woolworths,Cnr Lock And High Sts,Stanthorpe,4380,-28.6545,151.93555,9408
Woolworths,"Rose City Shop. Ctr, Cnr Grafton And Guy Sts",Warwick,4370,-28.2152545166139,152.031317407155,9367
Woolworths,512-514 Warwick Rd,Yamanto,4305,-27.66172,152.74016,8878
Woolworths,2 Tournament Dr,Brookwater,4300,-27.66353,152.89145,8835
Woolworths,157 Collingwood Dr,Collingwood Park,4301,-27.62465,152.85637,8843
Woolworths,Cnr Monier Rd And Bellwood St,Darra,4076,-27.55818,152.94818,8479
Woolworths,8 Smiths Rd,Goodna,4300,-27.60805,152.88906,8839
Woolworths,39-51 Junction Rd,Karalee,4306,-27.57002,152.81206,8904
Woolworths,Cnr Beaudesert Rd And Durack St,Moorooka,4105,-27.53061,153.02371,8500
Woolworths,"Mt Ommaney Shop. Ctr, Cnr Dandenong Rd And Centenary Hwy",Mount Ommaney,4074,-27.55085,152.94119,8469
Woolworths,133 Oxley Station Rd,Oxley,4075,-27.55363,152.97482,8477
Woolworths,Cnr Redbank Plains And Keidges Rds,Redbank Plains,4301,-27.64699,152.87155,8845
Woolworths,686 Sherwood Rd,Sherwood,4075,-27.53236,152.98082,8478
Woolworths,Cnr Finucane Rd And CambRdge Dr,Alexandra Hills,4161,-27.52278,153.22043,8608
Woolworths,2-12 Mary Pleasant Dr,Birkdale,4159,-27.49116,153.21832,8605
Woolworths,38-62 Moreton Bay Rd,Capalaba,4157,-27.52323,153.19524,8600
Woolworths,Cnr Redland Bay And Mount Cotton Rds,Capalaba,4157,-27.52149,153.19017,8600
Woolworths,Middle St,Cleveland,4163,-27.52625,153.27366,8609
Woolworths,11 Burnett St,Manly West,4179,-27.47482,153.15589,8637
Woolworths,2-34 Bunker Rd,Victoria Point,4165,-27.60151,153.26068,8614
Woolworths,"Cnr Colburn Ave, Cleveland - Redland Bay Rd",Victoria Point,4165,-27.58519,153.28192,8614
Woolworths,"Wynnum Plaza Shop. Ctr, 2021 Wynnum Rd",Wynnum West,4178,-27.45722,153.15527,8634
Woolworths,145 Florence St,Wynnum,4178,-27.44461,153.17154,8631
Woolworths,504 Ipswich Rd,Annerley,4103,-27.51151,153.0326,8496
Woolworths,Cnr Oxford And Duke St,Bulimba,4171,-27.45099,153.05686,8623
Woolworths,264 Ipswich Rd,Woolloongabba,4102,-27.5007,153.03644,8495
Woolworths,Cnr Ara And Thomas St,Camp Hill,4152,-27.50149,153.07755,8589
Woolworths,1145 Wynnum Rd,Cannon Hill,4170,-27.47109,153.09961,8618
Woolworths,"Carindale Shop. Ctr, Cnr Creek Rd And Winstanley St",Carindale,4152,-27.50524,153.09968,8592
Woolworths,41 Harries Rd,Coorparoo,4151,-27.49379,153.05717,8587
Woolworths,Cnr Moggill Rd and Stamford Rd,Indooroopilly,4068,-27.49735,152.97367,8447
Woolworths,"Kenmore Tavern Plaza, Moggill Rd",Kenmore,4069,-27.51034,152.93784,8453
Woolworths,Cnr Wynnum And Jnc Rds,Morningside,4170,-27.46691,153.07842,8619
Woolworths,"Acacia Market Pl, 1150 Beaudesert Rd",Acacia Ridge,4110,-27.57557,153.02591,8516
Woolworths,2625 Beaudesert Rd,Calamvale,4116,-27.6316,153.04573,8532
Woolworths,678 Compton Rd,Calamvale,4116,-27.61138,153.05466,8532
Woolworths,261 Warrigal Rd,Eight Mile Plains,4113,-27.58981,153.08649,8524
Woolworths,Cnr Logan Rd And Kessels Rd,Upper Mt Gravatt,4122,-27.56067,153.07889,8552
Woolworths,20 Kittyhawke Ave,Inala,4077,-27.59826,152.97329,8483
Woolworths,"Mt Gravatt Plaza, Cnr Creek And Logan Rds",Mt Gravatt,4122,-27.53277,153.09241,8552
Woolworths,495 Archerfield Rd,Richlands,4077,-27.58795,152.95746,8486
Woolworths,342 McCullough St,Sunnybank,4109,-27.57094,153.06488,8513
Woolworths,661 Compton Rd,Sunnybank Hills,4109,-27.6104,153.05556,8514
Woolworths,125-139 Brisbane St,Beaudesert,4285,-27.98535,152.99628,8795
Woolworths,"Grand Plaza, Cnr Browns Plains Rd And Mt Lindsay Hwy",Browns Plains,4118,-27.66416,153.03595,8537
Woolworths,Browns Plains Rd,Browns Plains,4118,-27.66963,153.0717,8537
Woolworths,Cnr College Ave And Forest Lake Bvd,Forest Lake,4078,-27.61788,152.97274,8488
Woolworths,Cnr Pub Lane And Teviot Rd,Greenbank,4124,-27.73889,152.9845,8561
Woolworths,654-682 Cusack Lane,Jimboomba,4280,-27.83059,153.02622,8790
Woolworths,2-24 Wembley Rd,Logan Central,4114,-27.64359,153.1173,8527
Woolworths,Cnr Mt Lindsay Hwy And Park Rdge Rd,Park Ridge,4125,-27.72767,153.04441,8566
Woolworths,1 Main St,Springfield Central,4300,-27.67776,152.90165,8841
Woolworths,114-118 George St,Beenleigh,4207,-27.71772,153.20668,8654
Woolworths,2-16 Magellan Rd,Springwood,4127,-27.63303,153.13796,8571
Woolworths,Cnr Bryants Rd & Beenleigh-Redland Bay Rd,Cornubia,4130,-27.67248,153.21014,8578
Woolworths,17 Gardiner Rd,Holmview,4207,-27.71379,153.15918,8660
Woolworths,Cnr North & Albert Sts,Logan Village,4207,-27.7659,153.10924,8661
Woolworths,3828-3846 Pacific Hwy,Shailer Park,4129,-27.65896,153.17162,8572
Woolworths,Cnr Browns Plains Rd & Fifth Ave,Marsden,4132,-27.67802,153.08056,8582
Woolworths,8-10 Logandowns Dr,Meadowbrook,4131,-27.66885,153.13815,8580
Woolworths,34 Fitzgerald Ave,Springwood,4127,-27.6139,153.12628,8571
Woolworths,Cnr Logan Rd And Beenleigh Rd,Underwood,4119,-27.60617,153.11088,8542
Woolworths,Cnr Foxwell Rd & Oakey Creek Rd,Coomera,4209,-27.85266,153.33461,8678
Woolworths,Cnr Old Coach And Days Rds,West Coomera,4209,-27.85239,153.29936,8681
Woolworths,121 Foxwell Rd,Coomera Town Centre,4209,-27.85474,153.31775,8681
Woolworths,Cnr Oxley Rd And Gold Coast Hwy,Biggera Waters,4216,-27.93456,153.39102,8728
Woolworths,Town Centre Dr,Helensvale,4212,-27.92603,153.33746,8704
Woolworths,1 Marina Quays Blvd,Hope Island,4212,-27.87764,153.36397,8706
Woolworths,19-21 Peachey Rd,Ormeau,4208,-27.78628,153.25274,8676
Woolworths,Cnr Tamborine/Oxenford Rd And Old Pacific Hwy,Oxenford,4210,-27.88545,153.314,8684
Woolworths,1 Pitcairn Way,Pacific Pines,4211,-27.94568,153.32429,8702
Woolworths,28 Dixon Dr,Pimpama,4209,-27.82527,153.3164,8679
Woolworths,Cnr Bayview St And Lae Dr,Runaway Bay,4215,-27.90559,153.40174,8732
Woolworths,Cnr Cotlew St And Currumburra Rd,Ashmore,4214,-27.99913,153.37838,8718
Woolworths,Scarborough St,Southport,4215,-27.96573,153.41296,8725
Woolworths,54 Manchester Rd,Carrara,4209,-28.02906,153.38684,15055
Woolworths,9 Ferny Ave,Surfers Paradise,4217,-28.00104,153.42715,8742
Woolworths,Cnr Bermuda And Markeri Sts,Mermaid Waters,4218,-28.04844,153.40729,8746
Woolworths,7-27 Cayuga St,Nerang,4211,-28.00011,153.3385,8698
Woolworths,"The Oasis Shop. Ctr, Cnr Charles Aves And Surf Pde",Broadbeach,4218,-28.0295860896196,153.432113901149,8743
Woolworths,2-30 Hooker Bvd,Broadbeach,4218,-28.03655,153.42782,8743
Woolworths,Cnr Von Itzstein St & Knowledge St,Southport,4215,-27.96272,153.38711,8725
Woolworths,Cnr Ferry Rd And Benowa St,Southport,4215,-27.98053,153.41058,8725
Woolworths,2 Cavill Ave,Surfers Paradise,4217,-28.00262,153.43111,8742
Woolworths,West Burleigh Rd,Burleigh Heads,4220,-28.09937,153.4438,8752
Woolworths,"Level 1,The Strand at Coolangatta, 72-80 Marine Pde",Coolangatta,4225,-28.16791,153.53839,8764
Woolworths,13-31 Guineas Creek Road,Elanora,4221,-28.13448,153.46858,8756
Woolworths,"Mudgeeraba Market Shop. Ctr, Cnr Railway St And Swan Lane",Mudgeeraba,4213,-28.07827,153.36495,8710
Woolworths,155 Nineteenth Ave,Elanora,4221,-28.12028,153.45273,8756
Woolworths,1 Kingsmore Bvd,Reedy Creek,4227,-28.10722,153.40485,8769
Woolworths,"Robina Town Centre, Robina Town Centre Dr",Robina,4230,-28.07321,153.37781,8774
Woolworths,"Robina Town Centre, Robina Town Centre Dr Level 2",Robina,4230,-28.07321,153.37781,8774
Woolworths,54 Pacific Hwy,Tweed Heads South,2485,-28.17833,153.51918,2919
Woolworths,Cnr Wharf And Bay St,Tweed Heads,2485,-28.17114,153.5436,2906
Woolworths,84 Kerr St,Ballina,2478,-28.85836,153.55911,2717
Woolworths,82-96 River St,Ballina,2478,-28.87155,153.56151,2717
Woolworths,106 Jonson St,Byron Bay,2481,-28.64645,153.61229,2814
Woolworths,39-45 Tweed Coast Rd,Cabarita Beach,2488,-28.3406,153.57191,2931
Woolworths,165 Canterbury St,Casino,2470,-28.86336,153.04903,2592
Woolworths,2 Simeoni Dr,Goonellabah,2480,-28.82243,153.32785,2770
Woolworths,22-26 Pearl St,Kingscliff,2487,-28.2564,153.57496,2928
Woolworths,Cnr Conway And Carrington Sts,Lismore,2480,-28.81114,153.27561,2780
Woolworths,Cnr Brewster And Mckenzie Sts,Lismore,2480,-28.81079,153.28509,2780
Woolworths,28-32 Station Rd,Mullumbimby,2482,-28.55686,153.51318,2827
Woolworths,Taylors Rd,Aberfoyle Park,5159,-35.07414,138.59613,12155
Woolworths,36-38 Hartley St,Alice Springs,870,-23.69947,133.88085,251
Woolworths,"Arkaba Shop. Ctr, Fullarton Rd",Fullarton ,5063,-34.94325,138.62476,11892
Woolworths,CNR Chungwah Tce and Lanbrick Ave,Bakewell,810,-12.49739,130.98642,158
Woolworths,14 Vaughan Tce,Berri,5343,-34.28595,140.60271,6159
Woolworths,360 Shepherds Hill Rd,Blackwood,5051,-35.02184,138.61598,11867
Woolworths,"Blakes Crossing Town Centre, Main Tce",Blakeview,5114,-34.67983,138.7054,12054
Woolworths,Cnr South Rd and Ashwin Pde,Torrensville,5031,-34.91471,138.56584,11790
Woolworths,437 - 441 Brighton Road,Brighton,5048,-35.01566,138.52232,11855
Woolworths,"7 Westside Plaza, Galena St",Broken Hill,2880,-31.96242,141.44979,5136
Woolworths,Trower Rd,Casuarina,810,-12.37386,130.88331,4
Woolworths,"Centre Plaza, Cnr Fifteenth St And Deakin Ave",Mildura,3500,-34.19091,142.1554,6779
Woolworths,"Shop 1, Christies Beach Shop. Ctr, 76 Beach Rd",Christies Beach,5165,-35.13961,138.47783,12171
Woolworths,CNR Old North Rd and Wright St,Clare,5453,-33.83195,138.61123,6201
Woolworths,54 Beach Rd,Noarlunga,5168,-35.1383,138.49373,12178
Woolworths,445 Stuart Hwy,Coolalinga,839,-12.52355,131.04317,174
Woolworths,366 Goodwood Rd,Cumberland Park,5041,-34.9676,138.59003,11827
Woolworths,Cnr Cavenagh & Whitfield St,Darwin,800,-12.45991,130.84038,1
Woolworths,"Elizabeth City Centre, Elizabeth Way",Elizabeth,5112,-34.71569,138.66861,12040
Woolworths,185 Findon Rd,Findon,5023,-34.89967,138.53234,11780
Woolworths,"1 Roystonea Ave, Yarrawonga",Palmerston,830,-12.47324,130.98292,154
Woolworths,2 Commercial Lane,Gawler,5118,-34.59778,138.74777,12078
Woolworths,575 North East Rd,Gilles Plains,5086,-34.85574,138.65511,11982
Woolworths,Cnr Jetty And Brighton Rds,Glenelg,5045,-34.98002,138.52014,11843
Woolworths,Cnr The Golden Way And The Gr Way,Golden Grove,5125,-34.79147,138.69779,12096
Woolworths,1495 Golden Gr Rd,Golden Grove,5125,-34.78904,138.7143,12096
Woolworths,Cnr Hutchinson & Coddington St,Goolwa,5214,-35.50491,138.77898,12247
Woolworths,Endeavour Sq,Nhulunbuy,880,-32.01474,115.92069,343
Woolworths,"Sh T17, Hallett Cove Shop. Ctr, 246 Lonsdale Rd",Hallett Cove,5158,-35.07896,138.5169,12151
Woolworths,Cnr Sir Donald Bradman Dr And Bagot Ave,Hilton,5033,-34.93223,138.56131,11796
Woolworths,Winzor St,Salisbury Downs,5108,-34.76727,138.62367,12023
Woolworths,2  Challoner Cct,Humpty Doo,836,-12.57435,131.10189,170
Woolworths,1 Forster St,Kadina,5554,-33.9643,137.71484,13172
Woolworths,37 Kalymnos Dr,Karama,812,-12.40094,130.91569,21
Woolworths,5 Katherine Tce,Katherine,850,-14.46579,132.26507,184
Woolworths,470 Torrens Rd,Kilkenny,5009,-34.87424,138.55017,11731
Woolworths,"Hibiscus Shoppingtown, 8 Leanyer Dr",Leanyer,812,-12.37768,130.89618,22
Woolworths,1 Martha St,Loxton,5333,-34.45115,140.57102,12708
Woolworths,9 Lower Portrush Rd,Marden,5070,-34.89483,138.6374,11938
Woolworths,"Marion Shop. Ctr, 297 Diagonal Rd",Oaklands Park,5046,-35.01596,138.5449,11848
Woolworths,Cnr Kensington Rd And Tusmore Ave,Marryatville,5068,-34.92646,138.65101,11923
Woolworths,Cnr University Pde & Main St,Mawson Lakes,5095,-34.81022,138.61692,12005
Woolworths,95-103 Langtree Ave,Mildura,3500,-34.18602,142.15893,6779
Woolworths,34 Davenport St,Millicent,5280,-37.59642,140.35335,12578
Woolworths,"Mitcham Shop. Ctr, 119 Belair Rd",Torrens Park,5062,-34.97513,138.61034,11889
Woolworths,172 Ladywood Dr,Modbury Heights,5092,-34.81014,138.68616,11997
Woolworths,146 Main South Rd,Morphett Vale,5162,-35.12317,138.52421,12164
Woolworths,145 Commercial Street East,Mount Gambier,5290,-37.83062,140.78976,12586
Woolworths,176 Penola Rd,Mount Gambier,5290,-37.80913,140.79262,12586
Woolworths,5 Walker St,Mt Barker,5251,-35.06556,138.85729,12370
Woolworths,23-51 South Tce,Murray Bridge,5253,-35.11909,139.2791,12388
Woolworths,26 Roberston St,Naracoorte,5271,-36.95731,140.74315,12514
Woolworths,"Newton Village Shop. Ctr, 299 Montacute Rd",Newton,5074,-34.88606,138.69067,11955
Woolworths,Dick Ward Dr,Nightcliff,810,-12.38831,130.85227,13
Woolworths,177 -195 Folland Ave,Northgate,5085,-34.85808,138.629,11981
Woolworths,"Northpark Shop. Ctr, 264 Main North Rd",Prospect,5082,-34.87569,138.6009,11968
Woolworths,2 Wilkinson Rd,Para Hills,5096,-34.8102,138.65312,12008
Woolworths,68-84 John St,Salisbury,5108,-34.76039,138.64604,12022
Woolworths,Cnr Byron Bay Dr And Whites Rd,Paralowie,5108,-34.76182,138.60482,12021
Woolworths,297 Peachey Rd,Munno Para West,5115,-34.67037,138.67918,12068
Woolworths,25 Tassie St,Port Augusta,5700,-32.48506,137.77087,13479
Woolworths,27 Liverpool St,Port Lincoln,5606,-34.72191,135.85919,13303
Woolworths,11 Norman St,Port Pirie,5540,-33.17939,138.009,13145
Woolworths,"Renmark Shop. Ctr, Renmark Ave",Renmark,5341,-34.20497,140.70572,12726
Woolworths,12 - 28 Richardson Pl,Roxby Downs,5725,-30.56224,136.89836,13563
Woolworths,80-88 Rundle Mall,Adelaide,5000,-34.92245,138.60263,11707
Woolworths,Cnr Commercial Rd And The Pde,Seaford,5169,-35.19139,138.47755,12180
Woolworths,lot 209 Crn Grand Bvd & Prow Dr,Seaford Meadows,5169,-35.17557,138.485,12182
Woolworths,Lot 106 Watterloo Crn Rd,Burton,5110,-34.73731,138.6006,12033
Woolworths,28 Mount Barker Rd,Stirling,5152,-35.00566,138.71654,12125
Woolworths,Cnr Dawson & Donald St,Strathalbyn,5255,-35.26009,138.89111,12431
Woolworths,76 North East Rd,Modbury,5092,-34.8338,138.68301,11996
Woolworths,204 Unley Rd,Unley,5061,-34.95086,138.60708,11875
Woolworths,27 Torrens Rd,Victor Harbor,5211,-35.51677,138.42836,12241
Woolworths,18 Old Port Wakefield Rd,Virginia,5120,-34.66676,138.56051,12092
Woolworths,1 White St,Waikerie,5330,-34.17859,139.98647,12699
Woolworths,104 Walkerville Terrace,Walkerville,5081,-34.89592,138.61709,11965
Woolworths,West Lakes Bvd,West Lakes,5021,-34.87715,138.49382,11775
Woolworths,18-30 Viscount Slim Ave,Whyalla,5608,-33.02094,137.54159,13351
Woolworths,193 - 199 Nicolson Ave,Whyalla Norrie,5600,-33.02817,137.55137,13349
Woolworths,Cnr Pimpala And Odessa Dr,Woodcroft,5162,-35.10112,138.55302,12165
Woolworths,Cnr Raglan Pde and Russell St,Dennington,3280,-38.35854,142.44588,5910
Woolworths,26-32 Scallan St,Stawell,3380,-37.05533,142.78021,6350
Woolworths,Cnr High St And Ingor St,Ararat,3377,-37.28309,142.92811,6321
Woolworths,2-16 Bromfield St,Colac,3250,-38.34115,143.58537,5811
Woolworths,Cnr Princes Hwy and Gateway Rd,Warrnambool East,3280,-38.38344,142.51915,5911
Woolworths,Brown St,Hamilton,3300,-37.74366,142.02598,5961
Woolworths,95-97B Percy St,Portland,3305,-38.34489,141.60382,6005
Woolworths,Cnr Wilson & Darlot St,Horsham,3400,-36.71528,142.19717,6414
Woolworths,9 Cressy St,Camperdown,3260,-38.23249,143.1507,5824
Woolworths,745-763 Raglan Pde,Warrnambool,3280,-38.3773,142.48054,5911
Woolworths,90 Centenial Blvd,Curlewis,3222,-38.16898,144.54524,5705
Woolworths,Brown St,Portarlington,3223,-38.11742,144.65357,5712
Woolworths,Cnr Wyndham St And Carolanne Dr,Drysdale,3222,-38.17275,144.56833,5706
Woolworths,Cnr Bellarine Hwy And Wilsons Rd,Newcomb,3219,-38.17061,144.39145,5692
Woolworths,Cnr Bristol Rd And Walker St,Torquay,3228,-38.33155,144.32426,5727
Woolworths,Bellarine Hwy,Newcomb,3219,-38.17104,144.39343,5692
Woolworths,770 Barwon Heads Rd,Armstrong Creek ,3217,-38.23118,144.37333,9774
Woolworths,Cnr Merrijig Dr and Fischer St,Torquay North,3228,-38.30839,144.32946,5727
Woolworths,Cnr Kingston Downs Dr And Shell Rd,Ocean Grove,3226,-38.2563,144.54759,5720
Woolworths,Cnr Bellvue Ave And Roslyn Rd,Highton,3216,-38.17215,144.31575,5676
Woolworths,Cnr Pioneer Rd And Princes Hwy,Waurn Ponds,3216,-38.21785,144.27058,5679
Woolworths,50 The Centre Way,Lara,3212,-38.02291,144.40817,3900
Woolworths,Cnr Aberdeen St And Shannon Ave,Geelong,3220,-38.14534,144.33547,5697
Woolworths,290-300 Anakie Rd,Norlane,3214,-38.0896,144.33581,5664
Woolworths,Pakington Strand 95-113 Pakington St,Geelong West,3218,-38.13764,144.34865,5685
Woolworths,4 High St,Bannockburn,3331,-38.04497,144.17258,6084
Woolworths,Cnr Bacchus Marsh And Purnell Rds,Corio,3214,-38.07418,144.35897,5663
Woolworths,4-46 Province Blvd,Highton,3216,-38.16156,144.30799,5676
Woolworths,Cnr Heaths And Derrimutt Rds,Werribee,3030,-37.87761,144.68275,5254
Woolworths,Cnr Cherry & Watton St,Werribee,3030,-37.90302,144.65824,5254
Woolworths,209 Grns Rd,Wyndham Vale,3024,-37.88706,144.60734,5238
